Case_Number,Vehicle No.,Body Type,Speed Exceed,Driver Safety,Pedestrian Crash,Hit/Run
483123,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in same direction while decelerating,No
483124,1,"4-door sedan, hardtop","Yes, Specifics Unknown",Overcorrecting,Traveling Too Fast for Conditions or Road Configuration,No
483125,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Unknown travel direction,No
483128,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
483128,2,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Exceeded Speed Limit",Alcohol and/or Drug Test Refused,"From crossing street, turning into opposite direction",No
483129,1,Light Pickup,No,Failing to Dim Lights or to Have Lights on When Required,Crossing over (passing through) Junction,No
483130,1,"4-door sedan, hardtop",No,Looked But Did Not See,Pedestrian in road,No
483131,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
483132,1,"Convertible(excludes sun-roof,t-bar)","Yes, Specifics Unknown",Improper or Erratic Lane Changing,Over the lane line on right side of travel lane,No
483133,1,Light Pickup,"Yes, Too Fast for Conditions","Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Traveling Too Fast for Conditions or Road Configuration,No
483136,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Over the lane line on left side of travel lane,No
483139,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","Yes, Exceeded Speed Limit",Overcorrecting,Traveling Too Fast for Conditions or Road Configuration,No
483141,1,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)","Yes, Specifics Unknown",Following Improperly,Other vehicle stopped,No
483141,2,5-door/4-door hatchback,No,Stopped in Roadway (Vehicle Not Abandoned),Traveling in same direction with higher speed,No
483141,3,"4-door sedan, hardtop",No,Stopped in Roadway (Vehicle Not Abandoned),Traveling in same direction with higher speed,No
483141,5,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Stopped in Roadway (Vehicle Not Abandoned),From adjacent lane (same direction) over left lane line,No
483143,1,Light Pickup,No,Failure to Yield Right-of-Way,Turning Left,No
483147,1,5-door/4-door hatchback,No,Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
483148,1,"2-door sedan,hardtop,coupe","Yes, Exceeded Speed Limit",Improper Lane Usage,Over the lane line on left side of travel lane,No
483150,1,"4-door sedan, hardtop",No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
483151,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Pedestrian in road,Yes
483152,1,Light Pickup,No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483153,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",From opposite direction  over left lane line,No
483154,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Careless Driving,Making a U-Turn,No
483155,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
483156,1,Light Pickup,No,Overcorrecting,Off the edge of the road on the left side,No
483157,1,"4-door sedan, hardtop",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
483158,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Making a U-Turn,No
483161,1,Station Wagon (excluding van and truck based),"Yes, Too Fast for Conditions",Improper Lane Usage,Traveling Too Fast for Conditions or Road Configuration,No
483162,1,Light Pickup,No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
483163,2,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Improper Lane Usage,Traveling in opposite direction,No
483165,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Turning Left,No
483166,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Pedestrian in road,No
483167,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Making Other Improper Turn,Turning Left,No
483168,2,"4-door sedan, hardtop",No,Looked But Did Not See,Pedestrian in road,No
483170,1,"4-door sedan, hardtop","Yes, Specifics Unknown",Failing to Dim Lights or to Have Lights on When Required,Traveling in same direction with lower steady speed,No
483171,2,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Turning Left,No
483174,1,"2-door sedan,hardtop,coupe",No,Failure to Yield Right-of-Way,Turning Left,No
483179,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","Yes, Exceeded Speed Limit","Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Off the edge of the road on the right side,No
483180,1,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",No,Towing or Pushing Vehicle Improperly,Other critical precrash event (specify:),No
483182,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Object approaching road,No
483184,1,"4-door sedan, hardtop",No,Improper Lane Usage,Off the edge of the road on the left side,No
483185,1,"4-door sedan, hardtop","Yes, Specifics Unknown","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws","From crossing street, intended path not known",No
483187,1,Light Pickup,No,Live Animals in Road,Animal in road,No
483188,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Exceeded Speed Limit",Overcorrecting,Traveling Too Fast for Conditions or Road Configuration,No
483190,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Too Fast for Conditions",Careless Driving,Over the lane line on left side of travel lane,No
483191,1,"4-door sedan, hardtop",No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Off the edge of the road on the right side,No
483192,1,Light Pickup,"Yes, Specifics Unknown","Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Unknown cause of control loss,No
483193,1,"2-door sedan,hardtop,coupe",No,Failure to Yield Right-of-Way,Turning Left,No
483196,1,"4-door sedan, hardtop",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483198,1,Light Pickup,No,"Non-Traffic Violation Charged - manslaughter, homicide or other assault committed without malice.",Off the edge of the road on the left side,Yes
483199,1,"4-door sedan, hardtop","Yes, Exceeded Speed Limit","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,Yes
483203,1,"4-door sedan, hardtop",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483205,1,Station Wagon (excluding van and truck based),No,Improper Lane Usage,Over the lane line on left side of travel lane,No
483209,1,Light Pickup,"Yes, Exceeded Speed Limit",Police Pursuing this Driver or Police Officer in Pursuit,Over the lane line on left side of travel lane,No
483212,1,"2-door sedan,hardtop,coupe",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
483213,1,Light Pickup,No,Overcorrecting,Off the edge of the road on the right side,No
483216,1,Light Pickup,No,Failure to Yield Right-of-Way,Turning Left,No
483218,1,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)","Yes, Too Fast for Conditions",Improper Lane Usage,Traveling Too Fast for Conditions or Road Configuration,No
483219,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
483225,1,"4-door sedan, hardtop",No,Careless Driving,Off the edge of the road on the left side,No
483226,1,Light Pickup,No,Failure to Yield Right-of-Way,Crossing over (passing through) Junction,No
483229,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
483231,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")","Yes, Specifics Unknown",Careless Driving,Traveling Too Fast for Conditions or Road Configuration,No
483232,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Too Fast for Conditions",Phantom Vehicle,Traveling Too Fast for Conditions or Road Configuration,No
483233,1,Light Pickup,"Yes, Too Fast for Conditions",Overcorrecting,Off the edge of the road on the right side,No
483234,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Police or Law Enforcement Officer,Traveling in same direction while decelerating,No
483234,2,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Police or Law Enforcement Officer,Traveling in same direction with higher speed,No
483235,1,Off-road Motorcycle,No,Improper Lane Usage,Traveling in opposite direction,No
483235,2,Two Wheel Motorcycle (excluding motor scooters),No,Improper Lane Usage,Traveling in opposite direction,No
483237,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Yes, Exceeded Speed Limit","Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
483238,1,"4-door sedan, hardtop",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
483239,1,"4-door sedan, hardtop",No,Failure to Yield Right-of-Way,Turning Left,No
483243,1,"4-door sedan, hardtop",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
483245,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483249,1,"4-door sedan, hardtop",No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Over the lane line on left side of travel lane,No
483250,1,Light Pickup,No,Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483250,2,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",No,Driver Has a Driving Record or Driver`s License From More Than One State,Traveling in opposite direction,No
483252,1,"4-door sedan, hardtop",No,Careless Driving,Over the lane line on left side of travel lane,No
483253,1,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",No,Failure to Yield Right-of-Way,Turning Left,No
483254,1,Two Wheel Motorcycle (excluding motor scooters),No,Passing with Insufficient Distance or Inadequate Visibility or Failing to Yield to Overtaking Vehicle,Traveling in same direction with lower steady speed,No
483255,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,"Failure to Obey Actual Traffic Sign,Traffic Control Devices or Traffic Officers;Failure to Obey Safety Zone Traffic Laws",Crossing over (passing through) Junction,No
483257,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Too Fast for Conditions",Careless Driving,Other vehicle stopped,No
483258,2,Two Wheel Motorcycle (excluding motor scooters),No,Failure to Yield Right-of-Way,Turning Left,No
483260,1,Light Pickup,"Yes, Specifics Unknown",Driving on Wrong Side of Two-Way Trafficway (Intentional or Unintentional),Traveling in opposite direction,No
483262,1,"4-door sedan, hardtop","Yes, Too Fast for Conditions",Improper Lane Usage,Traveling Too Fast for Conditions or Road Configuration,No
483263,1,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",No,Improper Lane Usage,Over the lane line on left side of travel lane,No
483265,1,"4-door sedan, hardtop",No,Improper Lane Usage,Off the edge of the road on the left side,No
483266,1,Light Pickup,"Yes, Specifics Unknown",Police Pursuing this Driver or Police Officer in Pursuit,Off the edge of the road on the left side,No
483268,1,"4-door sedan, hardtop",No,Improper Lane Usage,Off the edge of the road on the right side,No
483270,1,Two Wheel Motorcycle (excluding motor scooters),"Yes, Specifics Unknown","Passing where Prohibited by Posted Signs, Pavement Markings or School Bus Displaying Warning not to Pass",Unknown cause of control loss,No
